"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04","2025-M05","2025-M06","2025-M07","2025-M08","2025-M09"
"IMF.STA:ER(4.0.1)","DJI.USD_XDC.EOP_RT.M","OBS_VALUE","Djibouti","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498"
"IMF.STA:ER(4.0.1)","PRY.USD_XDC.EOP_RT.M","OBS_VALUE","Paraguay","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.277495699630101E-4","1.270025121096895E-4","1.262838330174133E-4","1.25334250780049E-4","1.249935159613595E-4","1.257174537941213E-4","1.282202516194218E-4","1.352066667703251E-4","1.366036240941472E-4",""
"IMF.STA:ER(4.0.1)","SLV.USD_XDC.EOP_RT.M","OBS_VALUE","El Salvador","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IMF.STA:ER(4.0.1)","BRB.USD_XDC.EOP_RT.M","OBS_VALUE","Barbados","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"IMF.STA:ER(4.0.1)","SXM.USD_XDC.EOP_RT.M","OBS_VALUE","Sint Maarten, Kingdom of the Netherlands","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095"
"IMF.STA:ER(4.0.1)","G309.USD_XDC.EOP_RT.M","OBS_VALUE","Eastern Caribbean Currency Union (ECCU)","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704"
"IMF.STA:ER(4.0.1)","SAU.USD_XDC.EOP_RT.M","OBS_VALUE","Saudi Arabia","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.2666666666666667","0.2666666666666667","0.2666666666666667","0.2666666666666667","0.2666666666666667","0.2666666666666667","0.2666666666666667","0.2666666666666667","0.2666666666666667","0.2666666666666667"
"IMF.STA:ER(4.0.1)","BLZ.USD_XDC.EOP_RT.M","OBS_VALUE","Belize","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"IMF.STA:ER(4.0.1)","BHS.USD_XDC.EOP_RT.M","OBS_VALUE","Bahamas, The","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IMF.STA:ER(4.0.1)","AIA.USD_XDC.EOP_RT.M","OBS_VALUE","Anguilla, United Kingdom-British Overseas Territory","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704"
"IMF.STA:ER(4.0.1)","CWX.USD_XDC.EOP_RT.M","OBS_VALUE","Curaçao and Sint Maarten","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095"
"IMF.STA:ER(4.0.1)","ABW.USD_XDC.EOP_RT.M","OBS_VALUE","Aruba, Kingdom of the Netherlands","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095"
"IMF.STA:ER(4.0.1)","ATG.USD_XDC.EOP_RT.M","OBS_VALUE","Antigua and Barbuda","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704"
"IMF.STA:ER(4.0.1)","MSR.USD_XDC.EOP_RT.M","OBS_VALUE","Montserrat, United Kingdom-British Overseas Territory","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704"
"IMF.STA:ER(4.0.1)","GRD.USD_XDC.EOP_RT.M","OBS_VALUE","Grenada","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704"
"IMF.STA:ER(4.0.1)","ECU.USD_XDC.EOP_RT.M","OBS_VALUE","Ecuador","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IMF.STA:ER(4.0.1)","FSM.USD_XDC.EOP_RT.M","OBS_VALUE","Micronesia, Federated States of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IMF.STA:ER(4.0.1)","USA.USD_XDC.EOP_RT.M","OBS_VALUE","United States","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IMF.STA:ER(4.0.1)","CUW.USD_XDC.EOP_RT.M","OBS_VALUE","Curaçao, Kingdom of the Netherlands","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095","0.558659217877095"
"IMF.STA:ER(4.0.1)","ISL.USD_XDC.EOP_RT.M","OBS_VALUE","Iceland","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.00723589001447178","0.007084661707403471","0.007145409074669525","0.007578628268283441","0.00779483981604178","0.007863489816780688","0.008241984669908513","0.008048937540244688","0.008152616990053808","0.008245382585751979"
"IMF.STA:ER(4.0.1)","BWA.USD_XDC.EOP_RT.M","OBS_VALUE","Botswana","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.07167739438335938","0.07204351428262672","0.07222615453508024","0.07312400368544979","0.07324022059954445","0.07455231335828351","0.07515519547866344","0.0740669417019102","0.07472780397402462","0.07511906371598984"
"IMF.STA:ER(4.0.1)","EGY.USD_XDC.EOP_RT.M","OBS_VALUE","Egypt, Arab Republic of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.01969023325050309","0.01992496259088274","0.01975894092076665","0.01979057612346153","0.01970571485436491","0.02012141260365043","0.02018261227587209","0.02056580646753482","",""
"IMF.STA:ER(4.0.1)","MAR.USD_XDC.EOP_RT.M","OBS_VALUE","Morocco","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.0988982732361493","0.09962441595186149","0.1003633152010277","0.1035121678553314","0.1079703729296681","0.1081993464759473","0.1108266560273077","0.1093780762583948","0.1108807256034683",""
